armSkuName,skuId,meterName,productName,location,armRegionName,retailPrice,unitOfMeasure,serviceName,serviceId,serviceFamily,currencyCode,tierMinimumUnits,unitPrice,effectiveStartDate,meterId,productId,skuName,type,isPrimaryMeterRegion
AR,DZH318Z09528/0318,AR Leased Number,Toll Free Numbers,US East 2,eastus2,25,1/Month,Phone Numbers,DZH3149MGPWW,Azure Communication Services,USD,0,25,2023-06-01T00:00:00Z,05501aa7-016e-5765-8da1-ddcf2302b56a,DZH318Z09528,AR,Consumption,false
Standard_D16as_v4,DZH318Z0CM93/00KG,D16as v4 Spot,Virtual Machines Dasv4 Series Windows,UK West,ukwest,0.1665,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1665,2023-09-01T00:00:00Z,00143e97-e5a3-5520-8c92-f830bfd6cc36,DZH318Z0CM93,D16as v4 Spot,Consumption,true
Standard_D16as_v4,DZH318Z0CM93/00KG,D16as v4 Spot,Virtual Machines Dasv4 Series Windows,UK West,ukwest,0.0929,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0929,2023-06-01T00:00:00Z,00143e97-e5a3-5520-8c92-f830bfd6cc36,DZH318Z0CM93,D16as v4 Spot,DevTestConsumption,true
DA triggers evaluations,DZH318Z0KCZ7/0XJ2,Data Activator - triggers evaluations Capacity Usage CU,Fabric Capacity,ZA North,southafricanorth,0.24,1 Hour,Microsoft Fabric,DZH31767PK6Z,Data,USD,0,0.24,2023-11-01T00:00:00Z,0014574f-e483-5159-a4c1-d55bd054ebac,DZH318Z0KCZ7,Data Activator - triggers evaluations Capacity Usage,Consumption,true
,DZH318Z0BQK4/00GK,vCore,Azure Database for MySQL Single Server General Purpose - Compute Gen4,US Gov TX,usgovtexas,0.219,1 Hour,Azure Database for MySQL,DZH317NR0P99,Databases,USD,0,0.219,2018-03-28T00:00:00Z,839dc16d-bb8f-4289-8bb1-0ca83d4627f0,DZH318Z0BQK4,2 vCore,Consumption,false
Standard_D64s_v4,DZH318Z0CSHJ/00M3,D64s v4,Virtual Machines Dsv4 Series,US Gov AZ,usgovarizona,3.872,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.872,2020-08-01T00:00:00Z,0014a546-6717-582f-9680-e510e91eae91,DZH318Z0CSHJ,D64s v4,Consumption,true
Standard_D64s_v4,DZH318Z0CSHJ/0139,D64s v4,Virtual Machines Dsv4 Series,US Gov AZ,usgovarizona,20012,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,20012,2020-08-01T00:00:00Z,0014a546-6717-582f-9680-e510e91eae91,DZH318Z0CSHJ,D64s v4,Reservation,true
Standard_D64s_v4,DZH318Z0CSHJ/0138,D64s v4,Virtual Machines Dsv4 Series,US Gov AZ,usgovarizona,38667,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,38667,2020-08-01T00:00:00Z,0014a546-6717-582f-9680-e510e91eae91,DZH318Z0CSHJ,D64s v4,Reservation,true
,DZH318Z0BSD0/0027,Standard Capacity Units,Application Gateway WAF v2,IL Central,israelcentral,0.019,1/Hour,Application Gateway,DZH319QDM5ZN,Networking,USD,0,0.019,2023-08-15T00:00:00Z,0014f72c-e94d-5e10-b7c7-cbba649c2b13,DZH318Z0BSD0,Standard,Consumption,true
,DZH318Z0BQH7/01BL,eDTUs,SQL Database Elastic Pool - Premium,KR Central,koreacentral,49.825,1/Day,SQL Database,DZH3180HX10K,Databases,USD,0,49.825,2017-02-01T00:00:00Z,9c6b9508-8ddc-4402-a265-ea25f8deb4f3,DZH318Z0BQH7,250 DTU Pack,Consumption,false
Standard_D32ads_v5,DZH318Z08W2R/023T,D32ads v5 Spot,Virtual Machines Dadsv5 Series,IT North,italynorth,0.268643,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.268643,2024-04-01T00:00:00Z,001510cd-e10f-57ec-9759-1f42d4748d00,DZH318Z08W2R,Standard_D32ads_v5 Spot,Consumption,true
Standard_E64s_v4,DZH318Z0CSHC/01P0,E64s v4,Virtual Machines Esv4 Series Windows,JA West,japanwest,8.294,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,8.294,2020-08-01T00:00:00Z,00152fd6-8833-5153-b72d-d22ea8d21a58,DZH318Z0CSHC,E64s v4,Consumption,true
Standard_E64s_v4,DZH318Z0CSHC/01P0,E64s v4,Virtual Machines Esv4 Series Windows,JA West,japanwest,5.35,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,5.35,2020-08-01T00:00:00Z,00152fd6-8833-5153-b72d-d22ea8d21a58,DZH318Z0CSHC,E64s v4,DevTestConsumption,true
,DZH318Z0DJ0L/000X,App to App Group Calling User Minute,Voice and Video Calling,DE North,germanynorth,0.004,1,Voice,DZH3156JR97F,Azure Communication Services,USD,0,0.004,2021-09-01T00:00:00Z,b30a0630-4764-52b9-9a96-a06f7b5dc32d,DZH318Z0DJ0L,App to App Group Calling,Consumption,false
Standard_F4s,DZH318Z0BQ4P/0186,F4s,Virtual Machines FS Series,NO East,norwayeast,0.25,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.25,2019-11-19T00:00:00Z,ec078e52-470b-41a9-9f20-cd15d2e4b756,DZH318Z0BQ4P,F4s,Consumption,false
Standard_F4s,DZH318Z0BQ4P/01F0,F4s,Virtual Machines FS Series,NO East,norwayeast,1607,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1607,2019-12-01T00:00:00Z,ec078e52-470b-41a9-9f20-cd15d2e4b756,DZH318Z0BQ4P,F4s,Reservation,false
Standard_F4s,DZH318Z0BQ4P/01DZ,F4s,Virtual Machines FS Series,NO East,norwayeast,3214,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3214,2019-12-01T00:00:00Z,ec078e52-470b-41a9-9f20-cd15d2e4b756,DZH318Z0BQ4P,F4s,Reservation,false
Standard_E48ads_v5,DZH318Z093WX/03JM,E48ads v5,Virtual Machines Eadsv5 Series Windows,SE Central,swedencentral,5.544,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,5.544,2022-08-01T00:00:00Z,0015933f-8d33-5dfd-b314-298dd9f68226,DZH318Z093WX,E48ads v5,Consumption,true
Standard_E48ads_v5,DZH318Z093WX/03JM,E48ads v5,Virtual Machines Eadsv5 Series Windows,SE Central,swedencentral,3.336,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3.336,2022-08-01T00:00:00Z,0015933f-8d33-5dfd-b314-298dd9f68226,DZH318Z093WX,E48ads v5,DevTestConsumption,true
Standard_D2ls_v5,DZH318Z08M9K/0088,D2ls v5 Spot,Virtual Machines Dlsv5 Series Windows,EU West,westeurope,0.04725,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.04725,2023-09-01T00:00:00Z,0015a333-888a-5502-9465-8783f1a6dad4,DZH318Z08M9K,D2ls v5 Spot,Consumption,true
Standard_D2ls_v5,DZH318Z08M9K/0088,D2ls v5 Spot,Virtual Machines Dlsv5 Series Windows,EU West,westeurope,0.02425,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.02425,2023-09-01T00:00:00Z,0015a333-888a-5502-9465-8783f1a6dad4,DZH318Z08M9K,D2ls v5 Spot,DevTestConsumption,true
Standard_D2as_v4,DZH318Z0CM93/000R,D2as v4 Low Priority,Virtual Machines Dasv4 Series Windows,US West 2,westus2,0.0752,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0752,2021-11-01T00:00:00Z,77d20cef-3ecc-424e-82ae-4c11a1fa9252,DZH318Z0CM93,D2as v4 Low Priority,Consumption,false
Standard_D2as_v4,DZH318Z0CM93/000R,D2as v4 Low Priority,Virtual Machines Dasv4 Series Windows,US West 2,westus2,0.0192,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0192,2021-11-01T00:00:00Z,77d20cef-3ecc-424e-82ae-4c11a1fa9252,DZH318Z0CM93,D2as v4 Low Priority,DevTestConsumption,false
NetApp_Ultra_1 PiB,DZH318Z08G4K/00GK,Ultra - 1 PiB Capacity,Azure NetApp Files Reserved Capacity,AP East,eastasia,5975368,1 GiB/Hour,Azure NetApp Files,DZH3147RZ57L,Storage,USD,0,5975368,2024-02-01T00:00:00Z,92b6f560-0a97-52d8-bf76-0f1f63c29be2,DZH318Z08G4K,Ultra - 1 PiB,Reservation,false
NetApp_Ultra_1 PiB,DZH318Z08G4K/00GJ,Ultra - 1 PiB Capacity,Azure NetApp Files Reserved Capacity,AP East,eastasia,15168242,1 GiB/Hour,Azure NetApp Files,DZH3147RZ57L,Storage,USD,0,15168242,2024-02-01T00:00:00Z,92b6f560-0a97-52d8-bf76-0f1f63c29be2,DZH318Z08G4K,Ultra - 1 PiB,Reservation,false
Standard_E20ds_v4,DZH318Z0CSHB/018L,E20ds v4 Low Priority,Virtual Machines Edsv4 Series Windows,CA Central,canadacentral,1,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1,2021-11-01T00:00:00Z,0015ecfc-d496-53fc-bdf0-51f386309382,DZH318Z0CSHB,E20ds v4 Low Priority,Consumption,true
Standard_E20ds_v4,DZH318Z0CSHB/018L,E20ds v4 Low Priority,Virtual Machines Edsv4 Series Windows,CA Central,canadacentral,0.316,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.316,2021-11-01T00:00:00Z,0015ecfc-d496-53fc-bdf0-51f386309382,DZH318Z0CSHB,E20ds v4 Low Priority,DevTestConsumption,true
Standard_M416s_v2,DZH318Z0BX63/00RK,M416s v2 Spot,Virtual Machines MSv2 Series Windows,BR South,brazilsouth,11.582,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,11.582,2023-08-01T00:00:00Z,0015fba1-4cb7-52b0-9c1a-10b973586310,DZH318Z0BX63,M416s v2 Spot,Consumption,true
Standard_M416s_v2,DZH318Z0BX63/00RK,M416s v2 Spot,Virtual Machines MSv2 Series Windows,BR South,brazilsouth,9.6681,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,9.6681,2022-11-01T00:00:00Z,0015fba1-4cb7-52b0-9c1a-10b973586310,DZH318Z0BX63,M416s v2 Spot,DevTestConsumption,true
Standard_E64_v4,DZH318Z0D1L7/0058,E64 v4,Virtual Machines Ev4 Series,US South Central,southcentralus,4.838,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.838,2020-08-01T00:00:00Z,0016083a-928f-56fd-8eeb-39287dcf676d,DZH318Z0D1L7,E64 v4,Consumption,true
Standard_E64_v4,DZH318Z0D1L7/018J,E64 v4,Virtual Machines Ev4 Series,US South Central,southcentralus,25007,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,25007,2020-08-01T00:00:00Z,0016083a-928f-56fd-8eeb-39287dcf676d,DZH318Z0D1L7,E64 v4,Reservation,true
Standard_E64_v4,DZH318Z0D1L7/018F,E64 v4,Virtual Machines Ev4 Series,US South Central,southcentralus,48318,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,48318,2020-08-01T00:00:00Z,0016083a-928f-56fd-8eeb-39287dcf676d,DZH318Z0D1L7,E64 v4,Reservation,true
Standard_D4_v4,DZH318Z0D1MV/0186,D4 v4 Low Priority,Virtual Machines Dv4 Series Windows,SE South,swedensouth,0.18,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.18,2023-01-01T00:00:00Z,001635d9-42c1-5108-99b0-be20e3c58804,DZH318Z0D1MV,D4 v4 Low Priority,Consumption,true
Standard_D4_v4,DZH318Z0D1MV/0186,D4 v4 Low Priority,Virtual Machines Dv4 Series Windows,SE South,swedensouth,0.053,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.053,2023-01-01T00:00:00Z,001635d9-42c1-5108-99b0-be20e3c58804,DZH318Z0D1MV,D4 v4 Low Priority,DevTestConsumption,true
Standard_B2ats_v2,DZH318Z0K9JF/01PC,B2ats v2 Spot,Virtual Machines Basv2 Series Windows,US West Central,westcentralus,0.005125,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.005125,2023-09-01T00:00:00Z,00164156-3b22-56cc-bcb7-18dfcc19eeb8,DZH318Z0K9JF,B2ats v2 Spot,Consumption,true
Standard_B2ats_v2,DZH318Z0K9JF/01PC,B2ats v2 Spot,Virtual Machines Basv2 Series Windows,US West Central,westcentralus,0.002825,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.002825,2023-09-01T00:00:00Z,00164156-3b22-56cc-bcb7-18dfcc19eeb8,DZH318Z0K9JF,B2ats v2 Spot,DevTestConsumption,true
Standard_D4pls_v5,DZH318Z092S1/00NC,D4pls v5 Low Priority,Virtual Machines Dplsv5 Series Windows,FR Central,francecentral,0.138,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.138,2023-01-01T00:00:00Z,001663ba-23cb-5360-b652-b0943300e5e5,DZH318Z092S1,Standard_D4pls_v5 Low Priority,Consumption,true
Standard_D4pls_v5,DZH318Z092S1/00NC,D4pls v5 Low Priority,Virtual Machines Dplsv5 Series Windows,FR Central,francecentral,0.0324,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0324,2023-01-01T00:00:00Z,001663ba-23cb-5360-b652-b0943300e5e5,DZH318Z092S1,Standard_D4pls_v5 Low Priority,DevTestConsumption,true
Standard_E8-4as_v4,DZH318Z0CM2D/040Z,E8-4as_v4 Spot,Virtual Machines Easv4 Series,IN West,westindia,0.0645,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0645,2023-03-01T00:00:00Z,00168c44-5a9c-585f-a587-37d6acc54781,DZH318Z0CM2D,E8-4as_v4 Spot,Consumption,true
Standard_DC8ds_v3,DZH318Z08NRD/00K6,DC8ds_v3 Low Priority,DCdsv3 Series Windows,DE West Central,germanywestcentral,0.365,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.365,2023-10-01T00:00:00Z,0017191b-f180-51c3-b781-c01b78444162,DZH318Z08NRD,standard_DC8ds_v3 Low Priority,Consumption,true
Standard_DC8ds_v3,DZH318Z08NRD/00K6,DC8ds_v3 Low Priority,DCdsv3 Series Windows,DE West Central,germanywestcentral,0.109,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.109,2023-10-01T00:00:00Z,0017191b-f180-51c3-b781-c01b78444162,DZH318Z08NRD,standard_DC8ds_v3 Low Priority,DevTestConsumption,true
Standard_E4ds_v5,DZH318Z096SL/0424,E4ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,US West Central,westcentralus,0.212,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.212,2021-11-01T00:00:00Z,00172462-4604-5a25-b1d4-f057577d68e0,DZH318Z096SL,E4ds v5 Low Priority,Consumption,true
Standard_E4ds_v5,DZH318Z096SL/0424,E4ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,US West Central,westcentralus,0.0691,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0691,2021-11-01T00:00:00Z,00172462-4604-5a25-b1d4-f057577d68e0,DZH318Z096SL,E4ds v5 Low Priority,DevTestConsumption,true
,DZH318Z0BNXL/00H4,P2S Connection,VPN Gateway,BR South,brazilsouth,0.01,1 Hour,VPN Gateway,DZH314W50487,Networking,USD,0,0.01,2017-06-01T00:00:00Z,7b735a32-e8c2-4db1-83bb-7f90bd8a168c,DZH318Z0BNXL,VpnGw3AZ,Consumption,false
Standard_D5_v2,DZH318Z0BQ34/02JJ,D5 v2/DS5 v2 Spot,Virtual Machines Dv2 Series,IN South,southindia,0.135,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.135,2023-10-01T00:00:00Z,001752ab-2e87-599e-8fac-f1ada637ca61,DZH318Z0BQ34,D5 v2 Spot,Consumption,true
AzureDB_PostgreSQL_Flexible_Server_Memory_Optimized_Esv3Series_Compute,DZH318Z0DCRZ/004D,vCore,Az DB for PGSQL Flexible Server Memory Optimized Esv3 Series Compute,US Central,centralus,2.17,1 Hour,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,USD,0,2.17,2021-06-01T00:00:00Z,90005b49-7f5f-5c25-8bb2-07fdc001978f,DZH318Z0DCRZ,16 vCore,Consumption,false
Standard_D13,DZH318Z0BPVW/00S8,D13/DS13 Low Priority,Virtual Machines D Series Windows,CA Central,canadacentral,0.456,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.456,2021-10-01T00:00:00Z,001790af-f893-596a-b4f9-7b0837df43e3,DZH318Z0BPVW,D13 Low Priority,Consumption,true
Standard_D13,DZH318Z0BPVW/00S8,D13/DS13 Low Priority,Virtual Machines D Series Windows,CA Central,canadacentral,0.155,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.155,2021-10-01T00:00:00Z,001790af-f893-596a-b4f9-7b0837df43e3,DZH318Z0BPVW,D13 Low Priority,DevTestConsumption,true
Standard_ND96ams_A100_v4,DZH318Z08MBM/00B3,ND96amsA100v4 Spot,Virtual Machines NDamsr A100 v4 Series Linux,CH West,switzerlandwest,6.353852,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,6.353852,2024-04-01T00:00:00Z,0017cbad-42a5-5939-b6a7-cf2272d6e525,DZH318Z08MBM,ND96amsA100v4 Spot,Consumption,true
Standard_NV4as_v4,DZH318Z0CGPD/00B1,NV4as v4 Spot,Virtual Machines NVasv4 Series,US Gov AZ,usgovarizona,0.0291,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.0291,2022-05-01T00:00:00Z,0017db3a-769f-5580-b8a3-b5321d90d855,DZH318Z0CGPD,NV4as v4 Spot,Consumption,true
Standard_E64s_v3,DZH318Z0BQ4R/00D9,E64s v3,Virtual Machines ESv3 Series,AU East,australiaeast,4.347,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.347,2019-01-01T00:00:00Z,55c3ded7-0e45-4a6f-962c-d14979883292,DZH318Z0BQ4R,E64s v3,Consumption,false
Standard_E64s_v3,DZH318Z0BQ4R/0007,E64s v3,Virtual Machines ESv3 Series,AU East,australiaeast,24794,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,24794,2017-07-17T00:00:00Z,55c3ded7-0e45-4a6f-962c-d14979883292,DZH318Z0BQ4R,E64s v3,Reservation,false
Standard_E64s_v3,DZH318Z0BQ4R/000K,E64s v3,Virtual Machines ESv3 Series,AU East,australiaeast,47564,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,47564,2017-07-17T00:00:00Z,55c3ded7-0e45-4a6f-962c-d14979883292,DZH318Z0BQ4R,E64s v3,Reservation,false
AzureDB_PostgreSQL_Flexible_Server_General_Purpose_Dsv3Series_Compute,DZH318Z0DCS1/00Z5,vCore,Azure Database for PostgreSQL Flexible Server General Purpose Dsv3 Series Compute,MX Central,mexicocentral,0.7524,1 Hour,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,USD,0,0.7524,2024-02-01T00:00:00Z,5fd706cd-2e5b-56ce-b19a-1220f0c19db7,DZH318Z0DCS1,8 vCore,Consumption,false
Standard_D4a_v4,DZH318Z0CM94/00XS,D4a v4/D4as v4,Virtual Machines Dav4 Series Windows,US Gov TX,usgovtexas,0.424,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.424,2022-08-01T00:00:00Z,001853db-709d-5b8a-9776-90cc325c5a92,DZH318Z0CM94,D4a v4,Consumption,true
2m vCore,DZH318Z0JX31/003R,vCore,Azure Cosmos DB for PostgreSQL Compute- Burstable,CA Central,canadacentral,0.184,1 Hour,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,USD,0,0.184,2023-03-01T00:00:00Z,00186115-acda-57ac-bf8b-0dde4389fd7f,DZH318Z0JX31,2m vCore,Consumption,true
Standard_M8-4ms,DZH318Z0BPW5/0193,M8-4ms,Virtual Machines MS Series Windows,CH North,switzerlandnorth,2.93661,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2.93661,2021-10-01T00:00:00Z,3c097c19-a8b9-4ae1-96be-c40d10d54ee6,DZH318Z0BPW5,M8-4ms,Consumption,false
Standard_M8-4ms,DZH318Z0BPW5/0193,M8-4ms,Virtual Machines MS Series Windows,CH North,switzerlandnorth,2.36621,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2.36621,2021-10-01T00:00:00Z,3c097c19-a8b9-4ae1-96be-c40d10d54ee6,DZH318Z0BPW5,M8-4ms,DevTestConsumption,false
Standard_E8-4ads_v5,DZH318Z093X0/00J0,E8-4ads v5 Low Priority,Virtual Machines Eadsv5 Series,US East 2,eastus2,0.105,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.105,2021-11-01T00:00:00Z,001890d1-4eeb-5c0f-aadd-ac36d1491470,DZH318Z093X0,E8-4ads v5 Low Priority,Consumption,true
Cold,DZH318Z0BNZJ/0110,Cold GRS Delete Operations,Blob Storage,EU North,northeurope,0,10K,Storage,DZH317F1HKN0,Storage,USD,0,0,2023-05-01T00:00:00Z,0018b905-cfbb-5ae0-962f-d115dee08632,DZH318Z0BNZJ,Cold GRS,Consumption,true
Standard_E48s_v5,DZH318Z096SR/03CS,E48s v5 Spot,Virtual Machines Esv5 Series,AU Central 2,australiacentral2,0.3624,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.3624,2023-05-01T00:00:00Z,00194e51-843b-511a-b0a5-08b9ba78a2fe,DZH318Z096SR,E48s v5 Spot,Consumption,true
,DZH318Z0BWWM/005Z,vCPU Duration,Container Instances with GPU,PL Central,polandcentral,0.00127,100 Seconds,Container Instances,DZH31976D030,Containers,USD,0,0.00127,2023-02-21T00:00:00Z,00195c7d-2eeb-550a-aacd-e53ea002b949,DZH318Z0BWWM,V100,Consumption,true
Standard_E4-2ds_v5,DZH318Z096SN/082M,E4-2ds v5,Virtual Machines Edsv5 Series,IL Central,israelcentral,0.336,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.336,2023-12-01T00:00:00Z,cc514901-1037-59b0-a3f2-c6b6affa7476,DZH318Z096SN,E4-2ds v5,Consumption,false
Standard_E4-2ds_v5,DZH318Z096SN/085T,E4-2ds v5,Virtual Machines Edsv5 Series,IL Central,israelcentral,1737,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,1737,2023-12-01T00:00:00Z,cc514901-1037-59b0-a3f2-c6b6affa7476,DZH318Z096SN,E4-2ds v5,Reservation,false
Standard_E4-2ds_v5,DZH318Z096SN/085R,E4-2ds v5,Virtual Machines Edsv5 Series,IL Central,israelcentral,3355,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,3355,2023-12-01T00:00:00Z,cc514901-1037-59b0-a3f2-c6b6affa7476,DZH318Z096SN,E4-2ds v5,Reservation,false
Commitment Tier STT AddOn Azure 50K,DZH318Z0BP4S/02K0,Commitment Tier STT AddOn Azure 50K Unit,Speech,AP Southeast,southeastasia,7500,1/Month,Cognitive Services,DZH31600VF1F,AI + Machine Learning,USD,0,7500,2023-10-01T00:00:00Z,e3eecc23-8ac8-5279-8b84-62e317b07477,DZH318Z0BP4S,Commitment Tier STT AddOn Azure 50K,Consumption,false
Standard_E32-8s_v3,DZH318Z0BQ4R/05JQ,E32-8s v3,Virtual Machines ESv3 Series,IN Central Jio,jioindiacentral,2.192,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,2.192,2021-04-15T00:00:00Z,6d6f2ad5-88b3-52a1-8699-18560c22cf31,DZH318Z0BQ4R,E32-8s v3,Consumption,false
Standard_M128,DZH318Z0BPW5/042S,M128 Low Priority,Virtual Machines MS Series Windows,IN South,southindia,10.44,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,10.44,2021-02-01T00:00:00Z,0019a4a1-0edb-5a85-adc2-88ec83185792,DZH318Z0BPW5,M128 Low Priority,Consumption,true
Standard_M128,DZH318Z0BPW5/042S,M128 Low Priority,Virtual Machines MS Series Windows,IN South,southindia,4.041,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,4.041,2021-02-01T00:00:00Z,0019a4a1-0edb-5a85-adc2-88ec83185792,DZH318Z0BPW5,M128 Low Priority,DevTestConsumption,true
SQLDB_GP_Compute_Gen5_18,DZH318Z0BPXL/04VK,Zone Redundancy vCore,SQL Database Single/Elastic Pool General Purpose - Compute Gen5,CA Central,canadacentral,1.972732,1 Hour,SQL Database,DZH3180HX10K,Databases,USD,0,1.972732,2023-01-01T00:00:00Z,eb0f29e9-9a9e-5351-92a2-564a70394136,DZH318Z0BPXL,18 vCore Zone Redundancy,Consumption,false
Basic,DZH318Z0DCRL/004J,Basic,Azure Database for PostgreSQL Flexible Server Burstable BS Series Compute,AU East,australiaeast,0.026,1 Hour,Azure Database for PostgreSQL,DZH3199QPQTD,Databases,USD,0,0.026,2021-06-01T00:00:00Z,001a4aeb-2729-597f-b011-a29416bc3b01,DZH318Z0DCRL,Basic,Consumption,true
,DZH318Z0BQN0/00DQ,Basic Messaging Operations,Service Bus,IT North,italynorth,0.05,1M,Service Bus,DZH3179N6FXW,Integration,USD,0,0.05,2023-06-27T00:00:00Z,001a57c6-bc39-50c5-9ca3-8fec1db4f0e6,DZH318Z0BQN0,Basic,Consumption,true
Standard_D16s_v3,DZH318Z0BPWD/01DP,D16s v3 Spot,Virtual Machines DSv3 Series Windows,AE North,uaenorth,0.1696,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.1696,2023-12-01T00:00:00Z,001a63f3-4e3e-5294-b452-3b085c7f3342,DZH318Z0BPWD,D16s v3 Spot,Consumption,true
Standard_D16s_v3,DZH318Z0BPWD/01DP,D16s v3 Spot,Virtual Machines DSv3 Series Windows,AE North,uaenorth,0.096,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.096,2023-12-01T00:00:00Z,001a63f3-4e3e-5294-b452-3b085c7f3342,DZH318Z0BPWD,D16s v3 Spot,DevTestConsumption,true
Standard_E96_v5,DZH318Z08M9J/00N3,E96 v5,Virtual Machines Ev5 Series,EU North,northeurope,6.768,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,6.768,2021-11-01T00:00:00Z,001a6f90-bc8f-572e-b7bc-f95af3413781,DZH318Z08M9J,Standard_E96_v5,Consumption,true
Standard_E96_v5,DZH318Z08M9J/036J,E96 v5,Virtual Machines Ev5 Series,EU North,northeurope,34980,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,34980,2021-11-01T00:00:00Z,001a6f90-bc8f-572e-b7bc-f95af3413781,DZH318Z08M9J,Standard_E96_v5,Reservation,true
Standard_E96_v5,DZH318Z08M9J/036G,E96 v5,Virtual Machines Ev5 Series,EU North,northeurope,67588,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,67588,2021-11-01T00:00:00Z,001a6f90-bc8f-572e-b7bc-f95af3413781,DZH318Z08M9J,Standard_E96_v5,Reservation,true
Standard_E16as_v4,DZH318Z0CM2D/036B,E16as v4 Low Priority,Virtual Machines Easv4 Series,AU Southeast,australiasoutheast,0.262,1 Hour,Virtual Machines,DZH313Z7MMC8,Compute,USD,0,0.262,2023-06-01T00:00:00Z,743f648a-61e6-5c19-9b0c-352939369b47,DZH318Z0CM2D,E16as v4 Low Priority,Consumption,false
